Protein,Delta,DeltaSquared
YWHAB_Aviva,-0.014029623,0.030518995
AREG_Aviva,-0.009720285,0.076814967
RIPK2_Aviva,0.025758251,0.043934775
GCNT1_Abnova,0.123157452,0.078210391
CASP1_Aviva,-0.05336718,0.050012588
AXL_Aviva,-0.049972959,0.080148255
PIN1_Abnova,0.007880187,0.062835186
NAP1L1_Abnova,0.0749707,0.035396009
ST6GALNAC1_Aviva,0.005407852,0.069316632
NUCB1_Abnova,0.017233756,0.097532627
YWHAZ_Aviva,0.019683216,0.028825065
NEUROG3_Abnova,0.035094635,0.070758609
CALML5_Abnova,0.103153239,0.176655784
PF4_Abnova,0.013220221,0.03583942
AK1_Aviva,0.122341166,0.499378738
PGAM1_Abnova,0.098487764,0.054158675
WNT6_Aviva,0.059958742,0.083645789
P4HB_Aviva,0.070269245,0.093209766
PGK1_Abnova,-0.160035377,0.144694478
CNN1_Aviva,0.068475688,0.044388371
ABCB1_Abnova,0.138865018,0.158749072
EEF1A1_Aviva,0.003794886,0.073592111
LYVE1_Aviva,-0.015929083,0.027384046
NOTCH3_Abnova,0.076569072,0.211861194
NRG1_Aviva,0.044748424,0.02877737
NOV_Abnova,0.015195239,0.046569992
PODXL_Aviva,0.096651663,0.070847564
NTS_Abnova,0.021896287,0.051945593
INSR_Aviva,0.092130797,0.069255546
PDK2_Aviva,-0.023451871,0.047748021
JUN_Aviva,0.058794438,0.094851024
E2F1_Aviva,0.063747686,0.061101898
HOXC11_Aviva,0.034834497,0.07519365
ID2_Aviva,0.041165958,0.039625507
NFKB2_Aviva,-0.00974714,0.058862333
CDC25C_Aviva,0.022607528,0.050189739
TBP_Aviva,0.051299337,0.02661221
NOTCH3_Aviva,0.069674,0.029864812
FZD2 _Aviva,0.111521197,0.123426864
WNT1_Aviva,0.008369178,0.04538043
SIGLEC6 _Aviva,0.038216758,0.051812915
FAS_Aviva,0.044892994,0.050610754
CXCR4_Aviva,-0.027852091,0.116712658
CDC25A_Aviva,0.083023955,0.087457175
IRF9_Aviva,0.089531008,0.076667317
CCNE2_Aviva,0.088600887,0.110169436
TFAM_Aviva,0.016401624,0.054565461
RALGDS_Abnova,0.083126574,0.040823777
CAP1_Aviva,-0.016727779,0.034255217
RARB_Abnova,0.033882535,0.035945876
DSTN_Aviva,0.097037336,0.047980581
RBL1_Abnova,0.042590039,0.124092581
RGS10_Abnova,-0.035199443,0.04937887
PRDX1_Aviva,0.056295782,0.039978652
PLA2G4A_Abnova,-0.043924966,0.038760719
ENO3_Aviva,0.050695351,0.034304662
PRDX6_Aviva,0.076562999,0.101359772
PRKCA_Abnova,0.093897647,0.156628999
ATOH1_Aviva,0.080184803,0.053859992
ACAT1_Aviva,0.024514321,0.026155861
ASGR2_Aviva,0.006482525,0.03808849
AMBP_Aviva,0.045752362,0.030175928
RGS12_Aviva,0.058986158,0.178752383
CORO1A_Aviva,0.016389884,0.02042821
MANSC1_Aviva,0.095353912,0.081708265
GOT2_Aviva,-0.103425688,0.132090594
ENO1_Aviva,0.049119917,0.068340424
HNRNPU_Aviva,0.030800102,0.031750855
ZYX_Aviva,0.029639183,0.045473935
G6PD_Aviva,0.015084316,0.035699087
LOXL1_Aviva,0.097636301,0.036420202
CSRP1_Aviva,0.035019364,0.060042827
MDH2_Aviva,0.072851122,0.054896538
TCF7_Aviva,0.029394754,0.035777719
PDLIM5_Aviva,0.037835977,0.028286041
LEF1_Aviva,0.037691506,0.042853831
GAPDH_Aviva,0.030972502,0.066569041
NCOR2_Aviva,0.053287573,0.048508111
KLK10_Aviva,0.020886221,0.05309428
PTK2B_Aviva,0.028513803,0.05174383
EEA1_Aviva,-0.042086641,0.067793207
PPARA_Aviva,-0.034614149,0.039005621
C1GALT1_Aviva,0.09649975,0.050954741
TIMP1_Abnova,0.083583319,0.055630282
GAL3ST3_Aviva,0.023051644,0.022287299
TIMP2_Abnova,-0.006691713,0.055916101
PHLDA2_Abnova,0.11494767,0.098510738
PYGO2_Aviva,0.006550427,0.051752162
ABCB1_Aviva,0.17755495,0.21744534
VCP_Abnova,0.101519841,0.046296376
PPIA_Aviva,-0.020737485,0.08198997
ST13_Abnova,0.05561212,0.097509377
DLL4_Aviva,-0.004041933,0.12516642
TFF3_Abnova,0.015297373,0.023050113
CDH5_LSBio,0.085893195,0.074314615
RARG_Aviva,0.115429311,0.057690652
COL18A1_LSBio,0.068103219,0.133800885
CTGF_LSBio,-0.096724787,0.031132662
TANK_Aviva,-0.078165144,0.169704076
MECP2_Aviva,-0.0119344,0.027361667
HLA-A/HLA-B/HLA-C_LSBio,0.011239412,0.151130683
XBP1_Aviva,0.031290877,0.05434934
SCP2_Aviva,-0.045778723,0.030835223
SERPINB5_LSBio,0.05941756,0.041997481
MEF2A_Aviva,0.074759661,0.049147055
THBS1_LSBio,0.108626728,0.155068293
NOTCH1_Aviva,0.080241666,0.104918393
THBS1_LSBio,0.060617474,0.041101717
MTA2_Aviva,0.024095258,0.051355316
MCM2_Aviva,0.033549689,0.048832631
BCL3_LSBio,-0.086137128,0.164975187
WT1_Aviva,0.098147279,0.08730041
VWF_Abnova,-0.077632886,0.264491237
MAPKAPK3_Abnova,0.017048406,0.053249967
CNN2_Aviva,0.078561062,0.046534244
FZD3_Abnova,0.02958494,0.068167111
CTTN_Aviva,0.007245159,0.056636195
EIF3A_Abnova,0.060685874,0.035277525
FSTL1_Aviva,-0.019796965,0.052031999
SNX3_Abnova,0.021816974,0.031841367
CRADD_Abnova,0.023309128,0.03187533
TNFSF9_Abnova,0.052340769,0.033423751
LRG1_Aviva,-0.001737254,0.026754306
ZIC3_Abnova,0.038299239,0.068993452
CSNK1A1_Aviva,0.038991139,0.090229725
PXDN_Abnova,-0.026485548,0.074569065
CPN1_Aviva,0.039680215,0.068196314
FZD5_Abnova,0.092194014,0.04416913
MAPKAPK3_Abnova,0.045601437,0.08574085
METTL3_Aviva,0.062508854,0.050993211
DGCR6_ProSci,-0.046289084,0.044140177
KHDRBS3_Aviva,0.067527083,0.030849144
NDUFA10_ProSci,0.114231931,0.233640223
EIF4H_Aviva,0.102429161,0.113999108
Empty well_Empty,0.060086202,0.053706281
WNT10B_Aviva,0.07705402,0.099050902
ERBB2_R&D,0.143487492,0.059276091
FZD6_Aviva,-0.004969899,0.04160009
THBS4_R&D,0.054821962,0.036298933
FZD7_Aviva,-0.022459443,0.056673975
AZGP1_MyBio,0.02639509,0.0294668
TLR2_R&D,0.042185266,0.070415146
FZD10_Aviva,0.004077898,0.038289483
PRDX6_R&D,0.108867349,0.121393972
FZD4_Aviva,0.02681115,0.038260467
SPRED1_R&D,0.003092773,0.023293545
RXRB_Aviva,-0.021167477,0.103652852
COMP_MyBio,-0.002815316,0.017317209
NFATC1_Aviva,-0.076056888,0.095305134
COMP_MyBio,0.062771505,0.046050438
ACTB_Aviva,0.044299863,0.070062592
UBC_Novus,0.122353992,0.1022177
RARA_Aviva,0.026381716,0.021656548
DCD_Santa,0.083725559,0.049608043
SIN3A_Santa,-0.026222673,0.044462973
SFRS3_Abcam,0.03432518,0.04401695
SIN3A_Abcam,0.014273534,0.062394059
PTPRM_Santa,0.115660972,0.084717372
SSB_Sigma,0.019970349,0.0473791
PTPRM_Santa,-0.0276993,0.036796212
EIF5A_PTG,0.008718843,0.071168408
GPANK1 (BAT4)_Santa,0.08020605,0.091670212
SLIRP_Abcam,0.029850749,0.140005543
G3BP1_Abnova,-0.019777004,0.223893549
DCD_Santa,0.077963847,0.112455181
HIST1H1D_Abcam,0.013998892,0.131931988
DCD_Santa,-0.001459082,0.096288852
CSRP1_Abcam,0.101285887,0.099759112
DCD_Santa,-0.040871215,0.185645994
TP73_Santa,0.019506686,0.11703637
TLR2_Abcam,-0.026598263,0.173901612
Cdkn2a_Santa,0.035935055,0.127377797
GPANK1(BAT4)_Abnova,-0.019398915,0.113920828
Cdkn2a_Santa,-0.037622,0.066387838
GPANK1(BAT4)_Abcam,0.048982704,0.074268008
NRN1_Santa,0.073034348,0.088738253
PRG2_Abcam,0.071574491,0.104473082
PRG2_Abnova,-0.030923999,0.064821698
CLDN18_Santa,0.043180553,0.068672244
PPP2CA_CSignal,0.052720643,0.091688119
MKI67_ABcam,0.042401542,0.050809812
TSG101_Santa,-0.03788432,0.184286334
PDIA3_Santa,-0.021564519,0.080811009
SKP2_Santa,-0.00185771,0.032604305
TP63_Santa,-0.067689818,0.067247366
USF1_Santa,-0.044634152,0.052267147
CAPN3 (NCL1)_Sigma,-0.008760385,0.052451329
Hif3a_Santa,0.020315965,0.038596718
CD59_Abcam,-0.055253395,0.205573923
HIF3A_Santa,0.003871268,0.27563921
SRSF1 (SF2)_Abcam,-0.08059241,0.179167853
HIF1A_Santa,-0.036432509,0.1000166
TPI1_Abcam,-0.05499343,0.037733692
HIF1A_Santa,0.016906573,0.19498403
RALY_Abcam,0.28341033,0.421875312
HIF1A_Santa,0.028367436,0.095593571
CD44_Abcam,0.040867118,0.043779537
HSPB1_PTG,-0.071433366,0.066606308
TTR_Dako,0.035806437,0.065557897
PDIA3 (ERp57)_Enzo,-0.020284511,0.037688188
MYC_Santa,-0.041163637,0.021285965
ILK_Sigma,0.035706934,0.133117211
USF1_Santa,-0.048902868,0.066449312
CSRP1_Abcam,-0.081822488,0.06123966
MAP3K3_Santa,0.022824376,0.0750911
HNRPA2B1_Abnova,-0.023373664,0.038162959
MAP3K3_Santa,0.036065673,0.0919616
CSRP1_PTG,-0.005265315,0.08339418
MAP3K3_Santa,-0.002946259,0.038904757
CRB3 _Santa,-0.048699187,0.08471412
IGFBP2_R&D,0.033075102,0.063915636
CRP1 _Santa,-0.015389888,0.020196957
S100A11_Epitomics,-0.003451814,0.041138166
ARP _Santa,-0.046706007,0.059732714
TAGLN2 _Santa,-0.047110158,0.072249574
LY6D_Abnova,-0.03707212,0.185670336
HIST1H1E_Upstate,0.126939376,0.197463912
TAGLN2_Santa,-0.10469493,0.141137907
ALDH1A3_Abgent,-0.048003941,0.068417177
FETUB _Santa,-0.036025834,0.025189831
P4C8_Lampe_LampeLab,0.011894204,0.029201352
CA2_Abcam,-0.025914305,0.03744797
CRB3 _Santa,-0.072347659,0.106721439
S100A11_Abnova,0.015688507,0.124227203
CRB3 _Santa,-0.058595716,0.065717872
A1BG_Hanash_Inhouse,0.008638799,0.065054152
MYC_Santa,0.078557165,0.043661565
ILK_Abcam,-0.059222751,0.184088506
Cy3 (not a gene)_Santa,0.09465765,0.142777232
HNRPAB_Genway,-0.007853534,0.033253531
MAPK7_Santa,-0.10316889,0.107043127
ILK_PIERCE,-0.016718998,0.055554979
GAR1 (NOLA1)_PTG,-0.040731515,0.053366632
TXN _Abgent,-0.001437932,0.06678689
ANXA5_Santa,0.067361658,0.096236459
F7_Sigma,-0.099968197,0.195788279
P4D1_Lampe_Lampe lab,-0.161517385,0.09007734
MED12_Santa,0.046385815,0.048198307
ILK_Sigma,0.053249479,0.0992571
MED12_Santa,0.064326212,0.132134337
PRKCSH _Santa,-0.087485519,0.237537893
VCL_Sigma,0.035822409,0.181719742
PRKCSH  _Santa,0.043376547,0.084711314
CTSD_CalBio,-0.004315199,0.073119849
PARP1_Sigma,-0.143365626,0.130080447
GJA1 (ser255)_Santa,-0.030216296,0.055345471
RANBP1_ABcam,0.013670721,0.089427438
Cx43NT1_LampeLab,-0.081693395,0.099836706
PDLIM1_ABnova,0.030475835,0.069430543
ORM1_Abnova,-0.039818774,0.07937527
GJA1(pS373)_LampeLab,0.048579726,0.018108962
CTSD_R&D,-0.075260017,0.229186882
GJA1 (ser262)_Santa,-0.035424629,0.043677427
ZYX_Sigma,-0.058487503,0.077203176
AHNAK_Abcam,0.063596824,0.049946805
ATF3_Santa,-0.1032041,0.116900393
Empty_Empty,0.023469591,0.104724829
Empty_Empty,-0.023596354,0.013409981
RPLP2_Abgent,-0.01385891,0.146962169
Empty_Empty,-0.020168211,0.063248952
ILK_Abgent,0.019266689,0.066405285
PTPN14_R&D,-0.042040765,0.029149225
IGFBP1_Abcam,-0.083524649,0.285087007
RET_R&D,0.03243105,0.086322299
IL18RAP_Abcam,0.047117706,0.04116194
STX7_R&D,-0.04111293,0.053540347
GLI2_R&D,-0.012558345,0.116117372
IRF9_Abcam,-0.011633247,0.111769484
RTN4RL2_R&D,-0.046377928,0.086775458
ITGA1_Abcam,0.050885171,0.038551589
STAT5A_R&D,0.008993256,0.090970443
ITGA5 _Abcam,0.059944905,0.117995921
SFRP1_R&D,0.045773931,0.028945467
ITGB3_Abcam,-0.072373142,0.171232852
JAK3_R&D,0.107375629,0.128053009
ICAM2_Abcam,0.097085123,0.108149589
RELB_R&D,0.011265546,0.105611361
IFNGR1_Abcam,0.021779222,0.111103963
ROBO4_R&D,-0.050397102,0.072306254
MMP-7_R&D,0.121503244,0.08785199
BMP7_AbD,-0.042691976,0.048730593
COL4A3_Santa,0.160318539,0.139913697
PLAUR_AbD,0.068332073,0.126038163
COL5A1_Santa,0.128397784,0.102320308
MUC17_AbD,0.023907373,0.067091182
COL5A3_Santa,0.144349834,0.084635377
KSR1_AbD,0.010240281,0.122944577
KRT7_AbD,0.032936809,0.059674116
LAMB1_Santa,0.073811713,0.025439462
LILRB3_AbD,0.064863183,0.035467044
CDKN2B_Santa,-0.048787015,0.110042857
GP1BA_AbD,0.110822805,0.154055587
CDKN2B_Santa,-0.008446085,0.115577388
LRP1_AbD,0.052694804,0.078721446
MMP-7_R&D,-0.077768423,0.100195335
DNAL4_USBio,0.041331742,0.080047539
SPARC/Osteonectin_R&D,0.071846653,0.170452685
RASSF5_USBio,-0.110687483,0.118415643
SPARC/Osteonectin_R&D,-0.022534662,0.007252633
CYCS_AbD,-0.100792062,0.169666516
SPP1/Osteopontin_R&D,0.052382088,0.040102315
KRT10_Abcam,-0.241029778,0.171890313
PTP4A3_R&D,0.10455914,0.218190935
KRT14_Abcam,0.015469909,0.045720099
TIAM1_R&D,-0.036377336,0.066537542
L1CAM_Abcam,0.003089046,0.094434351
ADAM23_R&D,0.010444228,0.034924334
LEPR_Abcam,0.045853813,0.102646592
STAT4_R&D,0.095096728,0.082881131
LGALS7_Abcam,0.081863892,0.037812814
PPP2CA_R&D,-0.041179012,0.038192935
ITGB8_Abcam,0.080051635,0.325759778
REG3A_R&D,0.041717914,0.029337768
THBS4_R&D,-0.053227512,0.061795505
LTBP1_Abcam,0.116175217,0.078536353
STAT1_R&D,0.036686655,0.061635136
ITSN_Abcam,0.032712047,0.090428213
SFRP4_R&D,0.061311433,0.031609041
KIT_Abcam,0.04017768,0.074019052
SIGLEC5_R&D,0.049731191,0.05871236
PTK2B(Y402)_R&D,0.05033735,0.10562802
PTK2_Santa,0.016927565,0.066562916
CD24_AbD,0.107342657,0.218461487
MAPK3 (Y204)_Santa,-0.039209789,0.059319281
LYZ_AbD,0.031267077,0.180223542
AKT1/2/3 (S473)_Santa,0.117182096,0.099268414
IFNG_AbD,-0.053722308,0.076868952
AKT1/2/3 (T308)_Santa,0.073744047,0.169465177
CEACAM1/3/6_AbD,0.06172866,0.0222193
ESR1 (S104/106)_Santa,0.057820166,0.046409322
ITGA3_AbD,0.061910071,0.112237612
TRPS1_Santa,0.052695647,0.107195926
ICAM2_AbD,0.018336518,0.138920263
TNFRSF1B _AbD,-0.170043648,0.145642337
ESR1_Santa,0.035580688,0.048274692
CDC25A_AbD,-0.066208217,0.331315188
SMAD4_Santa,-0.001322892,0.118326416
HLADR_AbD,-0.118304813,0.095412716
Cdkn2a_Santa,0.085108147,0.112662185
CD28_AbD,-0.084080636,0.157057813
MET_Santa,0.135971394,0.210230372
FASLG_AbD,0.002443272,0.045359307
ANXA2_Santa,-0.023223976,0.043947269
ALCAM_AbD,0.109600877,0.079762798
VIM_Santa,-0.014191706,0.060007527
STAT1(Y701)_R&D,0.034344283,0.052101681
MASP1_Abcam,0.088388313,0.174993539
HSPG2_R&D,0.002289846,0.087352605
MKNK1_Abcam,0.014155365,0.026634398
CDK1(Y15)_R&D,0.071801275,0.163673166
CAT_R&D,-0.087234391,0.108332838
MMP9_Abcam,0.058151744,0.060928308
ARMET_R&D,-0.007448038,0.038462825
MMRN1_Abcam,0.068442356,0.121319694
CDCP1_R&D,-0.030895084,0.055627846
MST1_Abcam,-0.000212697,0.063901997
CHUK_R&D,0.008074648,0.042233808
MUC16 (CA125)_Abcam,0.076101042,0.071229521
IFNG_R&D,0.004055152,0.131545103
MAP2K1_Abcam,0.005144659,0.065483919
FETUB_R&D,0.062132498,0.115110424
MAPRE2_Abcam,0.087890558,0.085105768
CTSS_R&D,0.078693185,0.154823022
COL1A1_Santa,0.07892093,0.186885877
S100A7/Psoriasin_Polyak,0.155280529,0.123062265
ARFIP2_Abcam,0.140290774,0.180096447
S100A7/Psoriasin_Polyak,0.124634261,0.077540398
ARHGDIB_Abcam,-0.01510843,0.14834062
S100A7/Psoriasin_Polyak,0.097824418,0.114239184
ATF2_Abcam,0.094753247,0.131309548
LTF_Novus,0.123999434,0.074715964
BCAR1_Abcam,-0.019751898,0.097343056
_,0.128079326,0.180401826
TCF3_AvivaUV,-0.01999523,0.07202905
BTD_Abcam,0.183575985,0.162259905
IRF5_AvivaUV,-0.043062599,0.059856348
C4B_Abcam,0.151732452,0.321271843
APOBEC1_AvivaUV,-0.011458269,0.086631065
COL1A1_Santa,0.035827952,0.16637193
PPIA_AbD,0.007228801,0.054492845
CTGF_Antigenix,0.026903633,0.062586804
ANG_Abcam,0.0499039,0.084279781
S100A7/Psoriasin_Polyak,-0.094045603,0.067403233
APAF1_Abcam,0.073745719,0.050573576
A2M_R&D,0.04899757,0.047506232
NID1_Abcam,0.046712666,0.046326024
IFNAR1_R&D,0.023460488,0.136682664
NME2_Abcam,0.01326108,0.040488973
FOLR3_R&D,-0.035951465,0.109877629
NPC2_Abcam,0.021924853,0.037486499
FBLN5_R&D,-0.021793018,0.139150793
NTRK1-3_Abcam,0.018125401,0.076374223
CTNNB1_R&D,0.034257258,0.096338731
ORM1_Abcam,-0.044822269,0.049095726
WNT7B_R&D,-0.04127979,0.047805935
MUC2 (SMUC)_Abcam,0.058998388,0.075342342
PDLIM1_Abcam,0.096255966,0.197154838
CRK_R&D,0.055720581,0.180953455
BMP4_R&D,0.02440258,0.031364981
PIK3CB_Abcam,0.008976965,0.055364227
CD24_R&D,0.00189032,0.050747309
MUC4_Abcam,0.058043112,0.049997011
CTSD_R&D,-0.08098806,0.074479879
MYL6B_Abcam,-0.012226854,0.118253534
A2M_R&D,0.136659496,0.093953293
CREB1_R&D,0.047419125,0.051236854
C4B_Abcam,0.027293932,0.090557921
WNT9A_AvivaUV,-0.05202278,0.137326758
CAST_Abcam,-0.08440889,0.15550918
HOXC10_AvivaUV,-0.063406691,0.123250951
CCL14_Abcam,0.072870547,0.108244978
MSH6_AvivaUV,0.104195679,0.111382097
CCL20_Abcam,0.03260709,0.084853576
IRF2_AvivaUV,0.012670448,0.046946212
CCL5_Abcam,0.010407338,0.074858977
RXRG_AvivaUV,0.090421184,0.115220848
CCL5_Abcam,-0.026182304,0.176982917
TLX2_AvivaUV,0.056169821,0.090374512
SCNN1B_AvivaUV,-0.058530328,0.034699762
CCNE2_Abcam,-0.03050927,0.111170888
MUC1_AvivaUV,0.020154999,0.046907054
CD163_Abcam,-0.020580535,0.026218418
WNT11_AvivaUV,0.083675786,0.057221105
C4B (also detect C4A)_Abcam,0.042317019,0.028874093
KCNN3_AvivaUV,0.042337789,0.044077467
C5_Abcam,0.003095841,0.017781492
CCND1_AvivaUV,0.02788453,0.078845567
C6orf115_Abcam,0.090026604,0.031161878
PPARGC1A_AvivaUV,0.002554482,0.025197316
CALR_Abcam,0.028205572,0.04234427
HSPG2_R&D,-0.029593205,0.069063473
PRL_Abcam,-0.038997123,0.076560717
DLL3_R&D,0.008981005,0.10997697
PSAP_Abcam,0.019481699,0.027514973
DKK3_R&D,0.052112894,0.049990587
GRAP2_R&D,0.008883155,0.023671529
RBL2_Abcam,-0.06567586,0.034094656
ENG_R&D,-0.062619976,0.162415377
RETN_Abcam,-0.042640992,0.026663931
BIRC2_R&D,-0.111835378,0.11000207
RPS6KSK1_Abcam,0.062777949,0.087259573
GP5_R&D,0.0132214,0.041689695
S100A4_Abcam,0.086688321,0.070511263
BID_R&D,0.075930992,0.216346674
PKC (alpha/beta/gamma)_Abcam,-0.026667653,0.178707831
ERBB4 _R&D,0.055592381,0.080188784
PLCG1_Abcam,0.009686121,0.042984037
FUT3_R&D,0.110237919,0.15254818
CD19_Abcam,0.024507173,0.089991234
PPARGC1B_AvivaUV,0.069486439,0.098187869
CFL1_Abcam,-0.082306388,0.111425755
CCNH_AvivaUV,0.189625827,0.137186652
CHMP1A_Abcam,-0.009850913,0.178564484
IGF1_AvivaUV,0.075833722,0.03771248
CHRDL1_Abcam,0.00125144,0.053033593
FN1_AvivaUV,0.138211098,0.120274731
CIDEA_Abcam,-0.099613566,0.357052131
CLIC1_Abcam,0.159731557,0.116263262
HDAC11_AvivaUV,0.073693679,0.038196911
AVP_AvivaUV,0.024445205,0.03223717
CLIC1_Abcam,-0.082089079,0.071654958
KLK2_AvivaUV,0.045091047,0.02544389
COL24A1_Abcam,-0.074301007,0.06117674
CD19_Abcam,0.109516376,0.223589611
CD86_Abcam,-0.118928186,0.35475553
FZD1_AvivaUV,0.011813873,0.026839932
CDSN_Abcam,0.005918504,0.039269734
WNT10A_AvivaUV,-0.035758522,0.047592756
CEACAM5_Abcam,-0.046568394,0.042811501
FKBP2_R&D,0.068441579,0.026487346
SHBG_Abcam,0.081945921,0.085241046
INPP5D_R&D,0.018458482,0.036295997
SNX7_Abcam,-0.113421442,0.078232159
MAP2K4 (S257/T261)_R&D,0.060328553,0.064930512
SOD1_Abcam,0.07017964,0.134222943
PCSK9_R&D,0.049231772,0.036727009
NOTCH3_R&D,-0.004624629,0.040482552
SP1_Abcam,0.07291032,0.0447274
S100A7 _Abcam,0.023871687,0.043879722
STC2_Abcam,0.053186618,0.074476744
MAPK3_R&D,-0.055051748,0.240046033
STIP1_Abcam,0.042512496,0.099698121
PIK3CB_R&D,0.065507261,0.076832592
SYNE2_Abcam,0.065982263,0.033228029
MUC16 (CA125)_Abcam,0.087760292,0.11547982
S100A8_Abcam,0.110210055,0.092117046
ADAMTS13_R&D,0.064775894,0.213759786
S100A8_Abcam,-0.041473499,0.024629514
DVL1_R&D,0.084935135,0.187512532
SAR1A_Abcam,0.025463191,0.039785309
COX6C_Abcam,0.070074589,0.144447027
CXCL10_Abcam,0.014448305,0.105901721
CXCL11_Abcam,0.012137592,0.063213235
DNAL4_Abcam,0.000623007,0.045088334
DUSP6_Abcam,0.027690108,0.02737529
