Protein,Delta,DeltaSquared
GAS7_Abnova,0.114838659,0.079239642
GAPDH_Aviva,-0.001864362,0.014185896
NCK1_Abnova,-0.110089345,0.095847197
AZGP1_Aviva,0.066768456,0.043613425
RGS18_Abnova,0.16054719,0.125407001
CNPY3_Aviva,-0.057736918,0.080065374
INHBE_Abnova,0.006108447,0.08648914
WNT8B_Aviva,0.025058041,0.073057412
PLXDC2_Abnova,0.094788801,0.018532458
LDHB_Abnova,0.1288255,0.081064959
GM2A_Aviva,-0.09318928,0.162756976
DLGAP5_Aviva,0.024881996,0.066085021
LRP5_Abnova,0.041042603,0.054285687
HES1_Abnova,-0.030043357,0.140353437
ST3GAL1_Aviva,0.064465062,0.03504587
IL1RAP_Abnova,-0.094994172,0.088593116
TGFB2_Aviva,0.067090072,0.045899458
ETS1_Abnova,-0.094571219,0.054454011
CD28_Aviva,0.140728812,0.097088414
E2F4 _Abnova,-0.037703114,0.160990802
SELE_Aviva,0.10105569,0.044630229
FLT1_Abnova,0.072313169,0.05669456
VCP_Aviva,0.120549786,0.05580325
GALK1_Abnova,-0.003260521,0.095965364
NME1 (NME1;NME2)_Aviva,-0.115928607,0.146959776
PLD1_Abnova,0.104683542,0.126920121
SIRPA_Aviva,0.01952366,0.070804463
BMP6_Aviva,0.102200896,0.057200398
ASCL1_Aviva,-0.01064036,0.022882922
CALR_Aviva,0.172423009,0.195360559
YWHAB_Aviva,-0.123614325,0.160785002
AREG_Aviva,0.013807903,0.034328717
RIPK2_Aviva,-0.1193677,0.142127312
GCNT1_Abnova,0.071544172,0.025405272
CASP1_Aviva,-0.060181965,0.091982764
AXL_Aviva,0.083568894,0.072969323
PIN1_Abnova,0.04050246,0.050402346
NAP1L1_Abnova,-0.10193342,0.186852199
ST6GALNAC1_Aviva,0.007873056,0.100455487
NUCB1_Abnova,0.177386697,0.138647348
YWHAZ_Aviva,-0.028906379,0.069040752
NEUROG3_Abnova,-0.085462586,0.16577015
CALML5_Abnova,0.048087681,0.096191233
PF4_Abnova,0.050236146,0.01636669
AK1_Aviva,-0.080655551,0.099035063
PGAM1_Abnova,-0.040642056,0.245818362
WNT6_Aviva,-0.002234848,0.01177507
P4HB_Aviva,-0.04262486,0.147547494
PGK1_Abnova,0.198760731,0.173170554
CNN1_Aviva,0.076956659,0.077080344
ABCB1_Abnova,-0.092614678,0.084566297
EEF1A1_Aviva,0.097197982,0.068548884
LYVE1_Aviva,0.006409862,0.072945931
NOTCH3_Abnova,0.077858673,0.09954948
NRG1_Aviva,-0.127210128,0.124122142
NOV_Abnova,0.031893598,0.057838118
PODXL_Aviva,0.033574071,0.115310675
NTS_Abnova,0.086473591,0.126342115
INSR_Aviva,-0.004773964,0.061763028
PDK2_Aviva,0.086923515,0.221109089
JUN_Aviva,0.089876431,0.055756736
E2F1_Aviva,0.110382504,0.074494051
HOXC11_Aviva,0.204260344,0.119216302
ID2_Aviva,0.038635921,0.068881745
NFKB2_Aviva,0.108969475,0.116725521
CDC25C_Aviva,-0.011113168,0.092417335
TBP_Aviva,0.072095553,0.146994467
NOTCH3_Aviva,0.211051332,0.148194069
FZD2 _Aviva,-0.137512952,0.11216173
WNT1_Aviva,0.10470233,0.053624138
SIGLEC6 _Aviva,-0.161354567,0.080425501
FAS_Aviva,0.062996388,0.073909077
CXCR4_Aviva,0.086678002,0.060044528
CDC25A_Aviva,0.056705265,0.026686166
IRF9_Aviva,0.172652225,0.16414839
CCNE2_Aviva,0.053037311,0.093970089
TFAM_Aviva,0.112158572,0.049782982
RALGDS_Abnova,-0.014976104,0.090061924
CAP1_Aviva,0.008114459,0.272833021
RARB_Abnova,0.192135309,0.118600909
DSTN_Aviva,0.181967977,0.179309951
RBL1_Abnova,0.187901243,0.122444681
RGS10_Abnova,-0.016423923,0.109619621
PRDX1_Aviva,0.066650231,0.020207163
PLA2G4A_Abnova,-0.076876548,0.049844275
ENO3_Aviva,0.088948211,0.045133046
PRDX6_Aviva,0.164961572,0.079256805
PRKCA_Abnova,0.106444384,0.300569736
ATOH1_Aviva,-0.058203119,0.028286144
ACAT1_Aviva,-0.10943258,0.039042323
ASGR2_Aviva,0.063755323,0.034654854
AMBP_Aviva,-0.122715982,0.072405587
RGS12_Aviva,0.071820053,0.065873241
CORO1A_Aviva,0.057011056,0.215511604
MANSC1_Aviva,0.000456006,0.179729561
GOT2_Aviva,0.115827462,0.102050064
ENO1_Aviva,-0.001049079,0.036841201
HNRNPU_Aviva,0.025940689,0.07738852
ZYX_Aviva,0.071722005,0.042001036
G6PD_Aviva,0.079751905,0.235095411
LOXL1_Aviva,0.031500162,0.036529486
CSRP1_Aviva,0.200681107,0.170012633
MDH2_Aviva,-0.165264613,0.281038131
TCF7_Aviva,0.082550325,0.123693019
PDLIM5_Aviva,0.088455437,0.028490716
LEF1_Aviva,0.043395334,0.044213224
GAPDH_Aviva,0.063552767,0.060816738
NCOR2_Aviva,0.152301946,0.055681778
KLK10_Aviva,0.166703544,0.128466123
PTK2B_Aviva,0.103303875,0.115524035
EEA1_Aviva,0.031036419,0.079520697
PPARA_Aviva,0.058460778,0.018300233
C1GALT1_Aviva,0.020709996,0.083139191
TIMP1_Abnova,0.039888589,0.133676692
GAL3ST3_Aviva,0.101274916,0.065207555
TIMP2_Abnova,0.053230134,0.120583055
PHLDA2_Abnova,0.050099122,0.07439683
PYGO2_Aviva,-0.104776654,0.129704263
ABCB1_Aviva,-0.002501405,0.043791711
VCP_Abnova,0.155048183,0.062343132
PPIA_Aviva,0.083471514,0.067744654
ST13_Abnova,0.041406298,0.045024826
DLL4_Aviva,0.026340548,0.118674926
TFF3_Abnova,0.211370186,0.159376807
CDH5_LSBio,-0.107008972,0.074975515
RARG_Aviva,0.063760591,0.212960673
COL18A1_LSBio,0.164620696,0.080321219
CTGF_LSBio,-0.017878908,0.128192347
TANK_Aviva,0.111588393,0.124217674
MECP2_Aviva,0.006136696,0.041987479
HLA-A/HLA-B/HLA-C_LSBio,0.0298356,0.220559092
XBP1_Aviva,0.019373513,0.018647662
SCP2_Aviva,0.047952665,0.040828859
SERPINB5_LSBio,0.145910182,0.053882903
MEF2A_Aviva,0.094705146,0.080248295
THBS1_LSBio,-0.095811369,0.036753797
NOTCH1_Aviva,-0.071525058,0.257707467
THBS1_LSBio,-0.084082494,0.017108596
MTA2_Aviva,0.06655632,0.3131747
MCM2_Aviva,0.052572236,0.067210797
BCL3_LSBio,-0.136911344,0.031739792
WT1_Aviva,0.127040079,0.075634926
VWF_Abnova,0.051172461,0.073542009
MAPKAPK3_Abnova,0.228126327,0.25476459
CNN2_Aviva,0.043686391,0.103294313
FZD3_Abnova,0.121091264,0.075283598
CTTN_Aviva,0.105399822,0.039212141
EIF3A_Abnova,0.060673647,0.084341505
FSTL1_Aviva,-0.227139188,0.299649953
SNX3_Abnova,0.043763442,0.173967177
CRADD_Abnova,-0.168811587,0.173418396
TNFSF9_Abnova,0.05648467,0.090662606
LRG1_Aviva,0.063176939,0.098617492
ZIC3_Abnova,0.12886164,0.10666906
CSNK1A1_Aviva,-0.013588785,0.036709848
PXDN_Abnova,-0.034197306,0.050720394
CPN1_Aviva,-0.034611566,0.020350441
FZD5_Abnova,-0.095856037,0.103286133
MAPKAPK3_Abnova,0.019124553,0.035616851
METTL3_Aviva,-0.266606626,0.789555901
DGCR6_ProSci,0.058685197,0.03786069
KHDRBS3_Aviva,0.006170162,0.04686215
NDUFA10_ProSci,-0.090512132,0.054150105
EIF4H_Aviva,0.027331492,0.116669752
Empty well_Empty,0.000937864,0.167677433
WNT10B_Aviva,-0.027490134,0.105268628
ERBB2_R&D,-0.03018171,0.074389265
FZD6_Aviva,0.08104805,0.043932872
THBS4_R&D,0.059877666,0.126845583
FZD7_Aviva,0.08926931,0.099214247
AZGP1_MyBio,-0.1859534,0.067658723
TLR2_R&D,0.0684249,0.067917935
FZD10_Aviva,0.160453016,0.195857369
PRDX6_R&D,0.052977385,0.102902647
FZD4_Aviva,0.123775831,0.064708211
SPRED1_R&D,0.044193052,0.171005866
RXRB_Aviva,0.259543894,0.107233504
COMP_MyBio,0.003804864,0.05541218
NFATC1_Aviva,0.096151268,0.060002283
COMP_MyBio,-0.070145927,0.099360186
ACTB_Aviva,0.012208095,0.051786417
UBC_Novus,0.097089506,0.135152105
RARA_Aviva,-0.006601905,0.088588306
DCD_Santa,-0.019635864,0.125168758
SIN3A_Santa,0.065828457,0.068195971
SFRS3_Abcam,-0.000906399,0.032914629
SIN3A_Abcam,-0.008254509,0.191061669
PTPRM_Santa,-0.085869231,0.018603942
SSB_Sigma,-0.085280191,0.213634726
PTPRM_Santa,0.137026044,0.094289671
EIF5A_PTG,0.031741927,0.067667383
GPANK1 (BAT4)_Santa,0.234868441,0.213673852
SLIRP_Abcam,0.063318149,0.036030005
G3BP1_Abnova,0.156248007,0.104862316
DCD_Santa,-0.135875918,0.085213028
HIST1H1D_Abcam,0.017713712,0.036808993
DCD_Santa,-0.031441383,0.115672673
CSRP1_Abcam,0.206544443,0.127432586
DCD_Santa,0.003430619,0.042156007
TP73_Santa,-0.048604176,0.580536433
TLR2_Abcam,-0.049382542,0.041362263
Cdkn2a_Santa,-0.150519542,0.140948741
GPANK1(BAT4)_Abnova,0.006075288,0.125164237
Cdkn2a_Santa,0.042305337,0.19633018
GPANK1(BAT4)_Abcam,-0.172992939,0.577027303
NRN1_Santa,-0.002053663,0.226987894
PRG2_Abcam,0.027823491,0.337270843
PRG2_Abnova,-0.021809326,0.042611044
CLDN18_Santa,0.185469966,0.064067513
PPP2CA_CSignal,-0.237329623,0.439753941
MKI67_ABcam,-0.020675934,0.278718617
TSG101_Santa,-0.23310081,0.409732936
PDIA3_Santa,-0.028651474,0.276282591
SKP2_Santa,-0.097458724,0.26933994
TP63_Santa,-0.069122211,0.064830462
USF1_Santa,0.180145131,0.076731915
CAPN3 (NCL1)_Sigma,0.006096176,0.094285482
Hif3a_Santa,-0.052517068,0.1006155
CD59_Abcam,-0.094048141,0.163478755
HIF3A_Santa,-0.010379094,0.043190287
SRSF1 (SF2)_Abcam,-0.015805087,0.190010293
HIF1A_Santa,0.0118406,0.090532337
TPI1_Abcam,-0.104306146,0.309533803
HIF1A_Santa,-0.031699883,0.032325569
RALY_Abcam,-0.19597869,0.191822719
HIF1A_Santa,-0.022963255,0.076588877
CD44_Abcam,-0.25809933,0.203982449
HSPB1_PTG,-0.163323378,0.133526445
TTR_Dako,-0.055848268,0.082555512
PDIA3 (ERp57)_Enzo,-0.095374308,0.07529518
MYC_Santa,0.001054247,0.042816668
ILK_Sigma,-0.213914794,0.32700838
USF1_Santa,-0.216372916,0.596172188
CSRP1_Abcam,0.062569067,0.1381385
MAP3K3_Santa,-0.092993249,0.066349874
HNRPA2B1_Abnova,-0.086796536,0.055402801
MAP3K3_Santa,-0.173383844,0.386455563
CSRP1_PTG,0.503262998,0.583557893
MAP3K3_Santa,-0.005045931,0.055064186
CRB3 _Santa,0.006819456,0.088917579
IGFBP2_R&D,-0.069970068,0.066494558
CRP1 _Santa,-0.098795118,0.030683244
S100A11_Epitomics,-0.111002172,0.080540231
ARP _Santa,-0.080825683,0.031717387
TAGLN2 _Santa,-0.009475195,0.12415489
LY6D_Abnova,-0.079980434,0.131745921
HIST1H1E_Upstate,-0.117324283,0.145125793
TAGLN2_Santa,-0.069461006,0.063184926
ALDH1A3_Abgent,-0.084705753,0.090687177
FETUB _Santa,0.148370753,0.162689999
P4C8_Lampe_LampeLab,-0.191187493,0.156126897
CA2_Abcam,-0.112137211,0.062605179
CRB3 _Santa,-0.156292277,0.203596591
S100A11_Abnova,-0.100563788,0.095984317
CRB3 _Santa,-0.066282675,0.02871677
A1BG_Hanash_Inhouse,-0.10515553,0.054696838
MYC_Santa,-0.146380536,0.162001827
ILK_Abcam,0.044423598,0.040708115
Cy3 (not a gene)_Santa,-0.16297957,0.451868094
HNRPAB_Genway,-0.096837309,0.240663948
MAPK7_Santa,-0.227735372,0.335390106
ILK_PIERCE,-0.113642932,0.079200596
GAR1 (NOLA1)_PTG,-0.071404655,0.046402013
TXN _Abgent,-0.033604561,0.042586608
ANXA5_Santa,-0.094684505,0.053834918
F7_Sigma,-0.17758246,0.141545027
P4D1_Lampe_Lampe lab,-0.139395253,0.321647904
MED12_Santa,-0.056594914,0.054042162
ILK_Sigma,-0.038064592,0.079852932
MED12_Santa,0.174293195,0.070011398
PRKCSH _Santa,-0.151167114,0.248111634
VCL_Sigma,-0.160817096,0.169191545
PRKCSH  _Santa,0.175987411,0.199428465
CTSD_CalBio,-0.107735727,0.082084451
PARP1_Sigma,-0.157421807,0.151521713
GJA1 (ser255)_Santa,-0.027243885,0.086783383
RANBP1_ABcam,-0.080076164,0.070078503
Cx43NT1_LampeLab,-0.08253215,0.080212226
PDLIM1_ABnova,-0.019140842,0.169251977
ORM1_Abnova,-0.134269364,0.432496079
GJA1(pS373)_LampeLab,-0.242009354,0.117494719
CTSD_R&D,0.065112682,0.090884853
GJA1 (ser262)_Santa,-0.003783899,0.117589087
ZYX_Sigma,-0.001077495,0.211028057
AHNAK_Abcam,-0.178003354,0.474024901
ATF3_Santa,0.149809385,0.382656785
Empty_Empty,0.108514209,0.149132488
Empty_Empty,-0.16316459,0.160093096
RPLP2_Abgent,-0.171506866,0.353840388
Empty_Empty,-0.26224546,0.350561629
ILK_Abgent,-0.065870203,0.024143181
PTPN14_R&D,-0.05391801,0.153298969
IGFBP1_Abcam,-0.149947567,0.077823808
RET_R&D,0.014343999,0.052954448
IL18RAP_Abcam,-0.205774468,0.19400743
STX7_R&D,0.033705138,0.018949844
GLI2_R&D,-0.083971788,0.127175473
IRF9_Abcam,-0.044824846,0.0917071
RTN4RL2_R&D,-0.219384562,0.147494402
ITGA1_Abcam,0.093194384,0.07207312
STAT5A_R&D,-0.135437234,0.107156507
ITGA5 _Abcam,-0.084700276,0.169201673
SFRP1_R&D,-0.011138374,0.026124567
ITGB3_Abcam,-0.139462665,0.153473012
JAK3_R&D,-0.125037824,0.152861538
ICAM2_Abcam,-0.094503041,0.072308769
RELB_R&D,-0.102515752,0.055393195
IFNGR1_Abcam,-0.268042153,0.705749621
ROBO4_R&D,0.014277997,0.137946281
MMP-7_R&D,-0.03623348,0.062695194
BMP7_AbD,-0.020305042,0.021727478
COL4A3_Santa,-0.159152401,0.056388195
PLAUR_AbD,-0.007026512,0.130339508
COL5A1_Santa,-0.153808685,0.296196875
MUC17_AbD,-0.131587752,0.129534697
COL5A3_Santa,0.052613114,0.042737794
KSR1_AbD,0.002404062,0.173081757
KRT7_AbD,0.124752025,0.176885697
LAMB1_Santa,0.09429087,0.037029294
LILRB3_AbD,-0.148974427,0.324566349
CDKN2B_Santa,0.151748841,0.10144649
GP1BA_AbD,0.063910944,0.156480185
CDKN2B_Santa,0.157251742,0.087949355
LRP1_AbD,-0.111211849,0.167894703
MMP-7_R&D,0.147015108,0.084701784
DNAL4_USBio,-0.065924535,0.120405283
SPARC/Osteonectin_R&D,0.225835806,0.176443253
RASSF5_USBio,-0.058302012,0.086575138
SPARC/Osteonectin_R&D,0.369438298,0.220191055
CYCS_AbD,0.095603442,0.238866371
SPP1/Osteopontin_R&D,0.314723142,0.256554207
KRT10_Abcam,0.101099806,0.085056821
PTP4A3_R&D,0.296389733,0.190454418
KRT14_Abcam,0.053306185,0.178267803
TIAM1_R&D,0.11350781,0.11762325
L1CAM_Abcam,0.083620797,0.035783307
ADAM23_R&D,0.065439458,0.03958114
LEPR_Abcam,-0.089811831,0.218474256
STAT4_R&D,-0.025251296,0.260322694
LGALS7_Abcam,0.015747297,0.063684561
PPP2CA_R&D,-0.007518007,0.119557708
ITGB8_Abcam,-0.131143984,0.129502999
REG3A_R&D,0.090125007,0.100462322
THBS4_R&D,0.012453756,0.199064278
LTBP1_Abcam,-0.075661706,0.051280105
STAT1_R&D,-0.019421761,0.00542392
ITSN_Abcam,-0.069521729,0.126022865
SFRP4_R&D,0.142569228,0.062732592
KIT_Abcam,-0.153327115,0.091641349
SIGLEC5_R&D,0.148738596,0.187049994
PTK2B(Y402)_R&D,0.010287237,0.03015026
PTK2_Santa,-0.14234561,0.097992033
CD24_AbD,-0.049024517,0.090050075
MAPK3 (Y204)_Santa,0.037090408,0.07066844
LYZ_AbD,0.144164369,0.183635787
AKT1/2/3 (S473)_Santa,0.181766133,0.192013403
IFNG_AbD,0.140201181,0.08152191
AKT1/2/3 (T308)_Santa,-0.071160823,0.038094178
CEACAM1/3/6_AbD,0.106502251,0.370940307
ESR1 (S104/106)_Santa,0.060583877,0.044416594
ITGA3_AbD,-0.133043372,0.08308366
TRPS1_Santa,0.119734008,0.09127867
ICAM2_AbD,0.129928603,0.089089732
TNFRSF1B _AbD,0.165485119,0.139014328
ESR1_Santa,0.071563174,0.042389004
CDC25A_AbD,0.104487741,0.163944551
SMAD4_Santa,-0.031198971,0.073859078
HLADR_AbD,0.071145733,0.188557025
Cdkn2a_Santa,-0.01417081,0.060677103
CD28_AbD,0.147640945,0.255441856
MET_Santa,0.104112067,0.029355391
FASLG_AbD,-0.082187504,0.068863567
ANXA2_Santa,-0.03254256,0.208192421
ALCAM_AbD,0.180540495,0.165779195
VIM_Santa,-0.065127149,0.079031057
STAT1(Y701)_R&D,0.015648238,0.37799785
MASP1_Abcam,0.001192063,0.028136572
HSPG2_R&D,0.060608816,0.096555321
MKNK1_Abcam,0.16735794,0.329589894
CDK1(Y15)_R&D,0.174619559,0.155945201
CAT_R&D,-0.011453211,0.075533111
MMP9_Abcam,-0.032201928,0.227534443
ARMET_R&D,-0.248810827,0.180860776
MMRN1_Abcam,0.113567523,0.078195182
CDCP1_R&D,-0.133383576,0.140620481
MST1_Abcam,-0.076240753,0.072501313
CHUK_R&D,-0.103595264,0.063326355
MUC16 (CA125)_Abcam,0.115473544,0.100150892
IFNG_R&D,0.041110509,0.1188863
MAP2K1_Abcam,0.125519149,0.199483718
FETUB_R&D,0.018793742,0.044388728
MAPRE2_Abcam,0.006895672,0.054230084
CTSS_R&D,0.150291266,0.144697893
COL1A1_Santa,0.052099954,0.094258573
S100A7/Psoriasin_Polyak,0.005370457,0.062189517
ARFIP2_Abcam,0.081194044,0.164624729
S100A7/Psoriasin_Polyak,0.042772037,0.052188503
ARHGDIB_Abcam,-0.040204824,0.019399816
S100A7/Psoriasin_Polyak,0.052204787,0.199113046
ATF2_Abcam,0.004385592,0.071113742
LTF_Novus,0.107141498,0.093926902
BCAR1_Abcam,0.020096657,0.037739707
_,-0.01055817,0.149307027
TCF3_AvivaUV,-0.077637777,0.035708775
BTD_Abcam,0.073374311,0.097212978
IRF5_AvivaUV,0.059545492,0.062729576
C4B_Abcam,0.220942679,0.126130425
APOBEC1_AvivaUV,0.108776506,0.194322455
COL1A1_Santa,0.100936815,0.121875012
PPIA_AbD,0.174231864,0.084191863
CTGF_Antigenix,0.195737288,0.163901894
ANG_Abcam,0.161514866,0.217797107
S100A7/Psoriasin_Polyak,-0.110686171,0.201126732
APAF1_Abcam,0.171311994,0.1866439
A2M_R&D,0.12498156,0.09189465
NID1_Abcam,0.182026542,0.085042518
IFNAR1_R&D,-0.053813294,0.340344024
NME2_Abcam,0.151896066,0.190366669
FOLR3_R&D,0.119464646,0.158722917
NPC2_Abcam,0.143533163,0.093307515
FBLN5_R&D,-0.098712514,0.242805474
NTRK1-3_Abcam,0.274960004,0.280825081
CTNNB1_R&D,-0.106856407,0.12693769
ORM1_Abcam,-0.010623706,0.107110292
WNT7B_R&D,-0.162809886,0.14368674
MUC2 (SMUC)_Abcam,0.067175729,0.327469575
PDLIM1_Abcam,-0.079759373,0.060744044
CRK_R&D,-0.04896121,0.124929975
BMP4_R&D,0.011750582,0.034011241
PIK3CB_Abcam,0.100786427,0.125824923
CD24_R&D,0.106324434,0.07753496
MUC4_Abcam,-0.119005981,0.116676307
CTSD_R&D,0.195233371,0.102263826
MYL6B_Abcam,0.084730422,0.073045713
A2M_R&D,0.066524147,0.035299448
CREB1_R&D,0.094890123,0.219778442
C4B_Abcam,0.076702688,0.051346344
WNT9A_AvivaUV,0.077059021,0.115435507
CAST_Abcam,0.034747195,0.073672849
HOXC10_AvivaUV,0.025592092,0.022953235
CCL14_Abcam,-0.08343132,0.18380561
MSH6_AvivaUV,-0.002780709,0.068955468
CCL20_Abcam,-0.015521864,0.132860164
IRF2_AvivaUV,-0.08878336,0.070025424
CCL5_Abcam,0.033047444,0.045299518
RXRG_AvivaUV,0.031058034,0.113674306
CCL5_Abcam,0.088143334,0.291521225
TLX2_AvivaUV,-0.010766199,0.165995062
SCNN1B_AvivaUV,-0.003716015,0.024655789
CCNE2_Abcam,0.119679918,0.079294646
MUC1_AvivaUV,0.05346519,0.01824424
CD163_Abcam,0.075439201,0.077745291
WNT11_AvivaUV,-0.098907391,0.12232704
C4B (also detect C4A)_Abcam,-0.178654217,0.222032755
KCNN3_AvivaUV,0.164858863,0.150941327
C5_Abcam,0.151011897,0.083446545
CCND1_AvivaUV,0.064501956,0.151447016
C6orf115_Abcam,-0.065488185,0.140490078
PPARGC1A_AvivaUV,-0.2627871,0.394139153
CALR_Abcam,-0.230574313,0.291073064
HSPG2_R&D,0.033130038,0.055000999
PRL_Abcam,0.019768781,0.110154863
DLL3_R&D,0.072631658,0.079636641
PSAP_Abcam,-0.100710317,0.044971457
DKK3_R&D,-0.092861499,0.138674588
GRAP2_R&D,0.105303811,0.151188953
RBL2_Abcam,-0.187395622,0.28029393
ENG_R&D,-0.055336626,0.152701856
RETN_Abcam,-0.067988793,0.036576412
BIRC2_R&D,-0.100618638,0.265250752
RPS6KSK1_Abcam,0.081946498,0.090087581
GP5_R&D,-0.018251313,0.026401105
S100A4_Abcam,0.093396839,0.066228035
BID_R&D,0.015745855,0.040633663
PKC (alpha/beta/gamma)_Abcam,0.093580523,0.044816139
ERBB4 _R&D,0.005516628,0.022449327
PLCG1_Abcam,-0.021347423,0.112870482
FUT3_R&D,0.166766775,0.051923354
CD19_Abcam,-0.000278918,0.017654328
PPARGC1B_AvivaUV,0.012965641,0.07316227
CFL1_Abcam,-0.111329626,0.104810347
CCNH_AvivaUV,-0.12836955,0.110225807
CHMP1A_Abcam,-0.043162783,0.275682521
IGF1_AvivaUV,0.048183882,0.018641958
CHRDL1_Abcam,0.025374811,0.071096421
FN1_AvivaUV,0.05131121,0.057686567
CIDEA_Abcam,-0.102875871,0.040626579
CLIC1_Abcam,-0.130215937,0.181749263
HDAC11_AvivaUV,-0.101959969,0.026614034
AVP_AvivaUV,-0.242242892,0.175183973
CLIC1_Abcam,0.0247764,0.089569154
KLK2_AvivaUV,-0.025902129,0.073021984
COL24A1_Abcam,0.197799699,0.152800444
CD19_Abcam,0.106671629,0.368962237
CD86_Abcam,0.077145524,0.138859898
FZD1_AvivaUV,0.04494291,0.146588893
CDSN_Abcam,0.078908108,0.090420449
WNT10A_AvivaUV,0.014220815,0.062436329
CEACAM5_Abcam,0.250908897,0.166750926
FKBP2_R&D,0.113646118,0.156381104
SHBG_Abcam,0.124358333,0.151297154
INPP5D_R&D,-0.129785474,0.206965494
SNX7_Abcam,0.336392417,0.249944951
MAP2K4 (S257/T261)_R&D,-0.20423478,0.312165741
SOD1_Abcam,0.053458816,0.049271046
PCSK9_R&D,0.118882159,0.056243767
NOTCH3_R&D,0.351506184,0.220196262
SP1_Abcam,0.267683708,0.339794241
S100A7 _Abcam,0.304311208,0.204240967
STC2_Abcam,-0.00504477,0.031286849
MAPK3_R&D,0.03225406,0.034703697
STIP1_Abcam,-0.112321216,0.125262897
PIK3CB_R&D,0.122716992,0.028343482
SYNE2_Abcam,-0.061941253,0.124198896
MUC16 (CA125)_Abcam,-0.036283292,0.073075001
S100A8_Abcam,-0.405894506,0.44536745
ADAMTS13_R&D,0.011606321,0.041629846
S100A8_Abcam,-0.109294367,0.058792828
DVL1_R&D,0.015464425,0.040931691
SAR1A_Abcam,-0.013987169,0.04078708
COX6C_Abcam,0.072923635,0.025674343
CXCL10_Abcam,0.033415264,0.013709869
